43324,1701080
43334,1704300
36628,1709615
41689,1757000
42258,1771750
43472,1781750
45084,1815000
41890,1849000
39254,1883750
41163,627600
42275,632200
42333,635800
44908,647700
41705,659800
39255,672200
43329,793205
43350,795585
43480,798130
43325,275540
43339,277090
43489,278705
43326,1124650
43345,1128290
43490,1138730
43328,339030
43349,340940
43491,342920
43327,311045
43348,312800
43511,314620
41690,206225
42277,207850
43473,209050
45088,212950
41892,216950
39260,221000
37140,142350
38874,146000
43330,208580
43367,209535
43512,210875
43331,135330
43369,135470
43531,136655
43332,8400
43426,8440
43532,8480
43333,26380
43427,26510
43537,26655
43335,3045
43432,3065
43538,3085
43336,134440
43433,135115
43593,136060
43337,6975
43434,6995
43595,7035
43338,86465
43439,86895
43600,87390
43340,20540
43442,20610
43619,20510
43341,6360
43443,6390
43620,6420
43342,146295
43462,146715
43721,147725
43343,15705
43466,15775
43723,15890
43344,34780
43471,34680
43821,35310
43346,8975
43475,9010
43822,9085
43347,88110
43476,88510
43851,88920
43351,88750
43488,89180
43854,89620
43352,45825
43509,46005
43863,46230
43353,253200
43510,253645
43876,256055
43354,599655
43525,602490
43944,605760
43355,15820
43526,15760
43945,15975
43356,11690
43529,11680
43949,11680
43357,50915
43530,48570
43957,47315
43358,134300
43565,133000
43963,135960
43362,129665
43566,130275
43965,131080
43363,89480
43617,89240
44020,90385
43364,33505
43618,33600
44022,33925
43365,16870
43679,16890
44068,16870
43366,50715
43690,50945
44070,51270
43368,1854865
43699,1862710
44161,1877040
43370,90415
43700,90730
44167,91335
43372,297665
43701,298965
44189,301325
43375,38815
43711,38995
44193,39240
43377,13805
43712,13870
44199,13865
43378,24115
43713,24145
44200,24255
43379,44040
43714,44255
44205,44550
43380,105630
43715,105910
44212,106655
43381,59580
43716,59875
44227,60205
43382,51235
43717,51490
44236,51770
43383,65435
43718,65715
44271,66165
43384,32180
43722,31785
44274,31375
43385,97495
43724,97055
44284,98345
43386,19365
43732,19230
44285,19160
43387,27765
43734,27890
44287,28060
43388,23565
43737,23680
44288,23810
43389,9810
43743,9845
44293,9955
43390,116865
43761,117350
44294,118080
43391,11410
43762,11415
44312,11515
43392,310135
43778,311460
44313,312565
43393,1668125
43779,1675265
44320,1690170
43394,23455
43793,23605
44321,23730
43395,14655
43795,14420
44322,14290
43396,5690
43808,5715
44323,5740
43397,36690
43810,36390
44330,37040
43398,93545
43812,93945
44331,94480
43399,1620
43813,1625
44340,1635
43400,38765
43820,38405
44341,39220
43401,373345
43831,374255
44379,378695
43402,30245
43841,30355
44380,30510
43403,85520
43848,85465
44382,85985
43404,123580
43850,124085
44384,124900
43405,107940
43857,108530
44385,109020
43406,7300
43858,7345
44386,7375
43407,273285
43869,274540
44417,276440
43408,24420
43874,24550
44418,24690
43409,8460
43895,8490
44429,8510
43410,84360
43896,84740
44430,85345
43411,85890
43897,86255
44456,86590
43412,14620
43904,14685
44457,14775
43413,6200
43905,6230
44473,6245
43414,73325
43917,73370
44474,74105
43415,26445
43918,26390
44481,26410
43416,9005
43925,9015
44482,9060
43417,14080
43928,13540
44492,13290
43418,4875
43940,4895
44493,4925
43419,2700
43950,2715
44494,2725
43420,53470
43956,53735
44495,54090
43421,9045
43959,9090
44500,9175
43422,96075
43962,96295
44501,97015
43425,41615
43996,41800
44504,42010
43428,110490
43997,110975
44505,111785
43429,3095
44005,3065
44517,3135
43430,43030
44019,43215
44518,43555
43431,24245
44034,24370
44519,24505
43435,32480
44038,32625
44520,32875
43436,9105
44039,9140
44521,9185
43437,6690
44054,6730
44522,6765
43438,1165
44067,1175
44523,1170
43440,8355
44134,8380
44525,8445
43441,103675
44137,104145
44535,104795
43444,150345
44146,151000
44541,151995
43445,86225
44147,82495
44543,80850
43446,70795
44155,70860
44544,71460
43448,34860
44178,34060
44552,35340
43449,12295
44188,12350
44558,12430
43450,6595
44203,6630
44563,6665
43452,50320
44204,50515
44564,50855
43453,129155
44222,129705
44567,130190
43454,184340
44224,185160
44568,186345
43455,126660
44225,127165
44630,127965
43456,24245
44226,24005
44632,24595
43459,22370
44233,22330
44692,22200
43460,464185
44242,466135
44693,467655
43461,16990
44257,17050
44707,17150
43463,146320
44260,146895
44708,147760
43464,29740
44261,29850
44715,30025
43465,3983055
44269,4001515
44720,4025805
43469,7835
44280,7870
44721,7915
43470,2015
44281,2025
44724,2040
43474,9120
44282,8965
44725,8720
43477,14470
44283,14450
44774,14335
43478,377035
44305,378685
44775,381205
43479,39185
44306,38530
44778,39565
43481,23915
44310,24010
44779,24260
43482,13825
44311,13890
44782,13990
43483,1305970
44328,1305305
44783,1322300
43505,24840
44329,24705
44784,25110
43506,20415
44336,20510
44785,20620
43507,54985
44337,55205
44800,55595
43508,12030
44349,12045
44801,12085
43515,14115
44358,14140
44802,14265
43516,6480
44359,6505
44805,6540
43517,8785
44360,8810
44808,8870
43520,22380
44361,22370
44809,22015
43521,43310
44364,43485
44814,43470
43522,101675
44373,102200
44815,102715
43523,50890
44376,51145
44858,51290
43524,5530
44377,5550
44859,5590
43534,4800
44378,4790
44860,4730
43535,22865
44381,22860
44861,22925
43539,119480
44383,119000
44862,120625
43540,49460
44398,49670
44863,49605
43541,1955
44399,1970
44866,1980
43542,127540
44402,128210
44867,129080
43545,84840
44403,85185
44868,85810
43550,129870
44405,130455
44869,131240
43551,81085
44406,81440
44880,81880
43552,41440
44410,41650
44881,41900
43553,8760
44411,8805
44882,8860
43554,41050
44414,41180
44886,41495
43555,43460
44416,43660
44896,43930
43556,14205
44425,14270
44897,14360
43557,39195
44426,39380
44904,39655
43558,28915
44427,29035
44905,29220
43561,6725
44428,6760
44978,6795
43562,25550
44439,25510
44979,25515
43573,245030
44440,245500
44980,246635
43574,51960
44441,52170
44981,52515
43598,35135
44444,35170
44992,35550
43606,4820
44445,4840
44993,4865
43611,29360
44446,29490
44994,29665
43612,94380
44447,94800
44995,95505
43621,4480
44448,4500
44996,4510
43624,282085
44451,283145
44997,285195
43625,15180
44452,15035
44998,15320
43626,670
44453,675
44999,675
43627,43375
44454,43565
45003,43030
43628,9205
44461,9250
45004,9300
43629,31185
44463,30440
45005,31550
43630,56425
44464,56245
45007,57080
43636,156280
44466,156980
45008,157795
43637,73280
44469,73595
45009,74015
43638,41570
44470,41750
45010,42130
38265,246755
38267,219740
38269,209745
